// Initial random seed:
1500117342369

// RunInitializeCallbacks():
initializeMutationRate(1e-05);
initializeMutationType(1, 0.5, "f", 1);
35 24 43 29
37 32 42 32
34 28 43 26
34 28 49 30
31 31 44 27
38 27 44 23
39 31 36 26
31 28 38 18
37 27 46 20
40 25 39 22
32 35 46 23
33 31 43 24
36 29 47 23
35 25 49 22
35 30 44 28
39 30 49 27
34 25 43 24
28 27 43 22
26 28 44 26
34 24 39 25
33 28 37 22
32 23 44 22
31 24 40 24
36 32 41 22
34 30 40 23
35 30 41 22
38 26 43 25
35 22 41 27
36 38 43 27
34 35 44 24
39 23 45 23
33 25 36 27
30 28 42 21
36 34 39 25
30 32 41 31
33 27 43 32
29 28 50 25
31 29 40 31
40 34 43 29
41 21 39 23
33 33 45 21
29 32 40 25
36 27 49 27
35 22 42 19
33 28 38 31
36 25 40 29
33 26 39 23
37 26 42 24
36 30 44 27
38 21 42 27
40 25 42 27
32 29 40 26
41 32 38 34
41 28 37 27
33 29 43 25
32 21 44 24
37 28 39 35
42 28 39 29
34 28 37 26
42 30 44 24
27 23 47 29
30 32 37 22
37 33 44 28
37 23 45 24
32 32 47 35
37 25 44 25
33 28 45 26
37 27 37 30
31 26 37 30
28 25 38 25
29 29 37 29
35 34 43 24
36 31 41 26
40 26 48 28
34 29 43 30
35 27 41 22
38 28 43 24
38 26 37 29
36 28 42 27
29 20 43 21
33 24 43 22
34 29 39 33
27 25 44 25
31 27 42 25
37 27 41 25
29 30 44 30
32 23 46 25
33 29 38 27
35 28 42 28
29 24 49 24
32 30 38 31
32 25 42 30
37 28 49 19
40 26 42 24
40 30 46 27
35 31 45 31
35 24 47 22
36 29 33 29
34 30 45 19
31 21 41 24
38 27 37 32
30 23 40 26
36 22 43 20
35 26 40 25
38 29 45 25
38 27 45 26
39 25 39 26
36 25 44 26
32 26 41 23
36 25 44 29
38 24 40 26
36 24 42 25
30 27 41 30
33 31 42 24
34 33 41 28
34 28 49 27
36 28 45 34
33 29 50 31
41 26 51 22
36 29 39 33
33 26 43 29
33 29 42 24
38 26 45 25
33 26 43 27
41 27 43 19
40 24 47 23
34 25 46 28
31 34 44 32
38 28 43 23
37 26 41 29
24 26 40 25
34 29 47 28
25 24 41 23
30 27 39 27
40 26 45 27
34 29 42 23
38 22 39 22
30 34 41 22
38 28 49 23
34 29 40 20
39 29 46 31
36 25 43 26
33 28 38 25
37 28 37 27
31 28 43 23
35 30 43 26
33 24 47 26
32 30 42 31
32 31 48 31
35 29 43 27
36 29 38 27
36 26 41 27
34 26 40 22
39 29 42 21
32 25 44 25
38 31 46 24
34 22 45 23
32 26 40 25
29 23 42 24
33 28 42 31
36 29 49 28
30 27 41 21
38 28 36 22
38 32 42 26
32 28 50 33
40 25 38 30
24 28 39 32
27 25 41 28
33 31 44 24
33 30 48 27
34 28 38 22
33 29 41 29
35 31 42 25
33 29 47 23
31 30 42 23
33 26 46 23
35 24 52 24
36 28 44 29
33 25 43 29
34 28 39 24
36 26 47 35
36 27 41 23
35 25 41 28
31 28 38 20
29 19 46 26
32 26 43 28
39 31 49 26
39 26 42 28
31 30 40 24
36 31 46 23
31 26 36 24
36 26 42 31
33 32 43 25
35 30 43 22
31 23 40 25
29 30 32 25
35 28 41 24
29 27 46 27
32 30 44 29
35 26 44 31
30 37 40 23
36 26 41 24
36 27 38 31
38 30 38 28
41 24 47 26
34 27 42 24
28 28 43 25
37 32 34 26
39 26 45 20
34 28 43 24
35 35 44 30
36 25 44 30
34 31 47 27
38 33 41 32
37 22 36 32
37 30 37 25
37 29 43 22
31 30 41 26
33 22 33 20
37 30 44 30
38 27 39 28
32 30 42 29
34 26 45 26
31 26 40 21
33 31 36 28
39 18 40 26
33 29 40 24
36 32 42 21
33 27 39 28
36 28 41 25
32 30 41 31
37 37 39 31
31 27 41 29
33 33 44 28
36 27 45 22
34 22 51 30
36 30 48 28
35 24 48 31
33 28 33 30
31 22 40 21
36 24 40 23
33 30 45 23
37 31 46 21
30 23 44 24
40 28 45 33
34 29 43 32
37 27 39 25
34 26 29 21
29 26 44 22
30 34 39 33
39 32 35 21
38 26 46 27
37 25 42 25
28 31 38 29
31 32 42 20
38 33 39 21
35 31 39 27
33 29 37 19
36 28 41 21
30 28 40 20
38 22 47 28
35 24 41 29
32 24 40 24
25 31 42 31
31 28 42 29
37 29 44 29
30 24 35 26
38 25 41 20
36 24 40 25
40 30 35 28
38 29 44 28
32 29 35 18
32 26 45 24
35 33 40 27
39 31 44 27
39 33 45 28
39 31 41 24
40 27 44 29
33 27 40 28
31 27 40 24
33 27 47 29
